,Author,Author,Fork,Fork
A Novel Signaling Effect of Volatile Anesthetics Favoring Airway Smooth Muscle Relaxation,0.333333333,0.666666667,0,1
A Novel Vasoactive Inotrope Support Index Predicts Morbidity And Mortality In Adult Patients With Congenital Heart Disease Undergoing Cardiac Surgery,0.75,0.25,0,1
A PHASE IIa OPEN-LABEL STUDY EVALUATING THE SAFETY OF ACAMPROSATE FOR ALCOHOL USE DISORDER IN ALCOHOL-ASSOCIATED LIVER DISEASE,0.714285714,0.285714286,0,1
"A PILOT STUDY EXAMINING THE EFFECT OF AMBIENT INTELLIGENCE ON PROVIDER PERFORMANCE, ERROR AND OMISSION IN A SIMULATED ICU ENVIRONMENT",0.222222222,0.777777778,0,1
A Path to Real-World Evidence in Critical Care Using Open-Source Data Harmonization Tools,0.375,0.625,0,1
A Post Hoc Analysis of Immunoglobulin Levels in Patients with Relapsing Multiple Sclerosis Treated with Ozanimod in Phase 3 Trials,1,0,1,0
"A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED MULTI CENTER CLINICAL-TRIAL OF ANARITIDE ATRIAL-NATRIURETIC-PEPTIDE (ANP) IN THE TREATMENT OF ATN",1,0,1,0
A Rapid Triage Model Integrating COVID-19 Risk Screening and Prevention with HIV Care at the Medical Research Foundation of Trinidad and Tobago,0.833333333,0.166666667,1,0
A Review of the Association of Blue Food Coloring With Attention Deficit Hyperactivity Disorder Symptoms in Children,0.666666667,0.333333333,0,1
A Simple Epidemiologic Model for Predicting Impaired Neutralization of New SARS-CoV-2 Variants,0.5,0.5,0,1
A Template for Translational Bioinformatics: Facilitating Multimodal Data Analyses in Preclinical Models of Neurological Injury,0.384615385,0.615384615,0,1
A Two-layer Modified Beer-Lambert Algorithm for Optical Monitoring of Critical Closing Pressure,1,0,0,1
A Unique Property of Rapacuronium: Positive Allosteric Effects at the M3 Muscarinic Receptor,0.333333333,0.666666667,0,1
A cardiology PA home care program,0,1,0,1
A chart review study of sexually transmitted infections among persons living with HIV attending an STI clinic in Trinidad,0.8,0.2,1,0
A class of semiparametric tests of treatment effect robust to confounder measurement error,0,1,0,1
A closer look at ‚ÄòCheap White‚Äôcigarettes,1,0,1,0
"A comparative assessment of the price, brands and pack characteristics of illicitly traded cigarettes in five cities and towns in South Africa",0.333333333,0.666666667,1,0
"A comparison of product dependence among cigarette only, ENDS only, and dual users: findings from Wave 3 (2015‚Äì2016) of the PATH study",0,1,1,0
A concise guide to transtemporal contrast-enhanced ultrasound in children,0,1,0,1
A conditional knockout resource for the genome-wide study of mouse gene function,0.307692308,0.692307692,0,1
A deceptive marketing strategy: An early warning of industry behavior after the premarket tobacco application deadline?,0,1,1,0
A diabetes management mentor program: outcomes of a clinical nurse specialist initiative to empower staff nurses,0.75,0.25,1,0
A framework to evaluate the development and implementation of a comprehensive public health strategy,1,0,1,0
A genome-wide association study for regulators of micronucleus formation in mice,0.333333333,0.666666667,0,1
A genome-wide screen in mice to identify cell-extrinsic regulators of pulmonary metastatic colonisation,0.5,0.5,0,1
"A global scan of policies regulating e-cigarette advertising, promotion and sponsorship",0.666666667,0.333333333,1,0
A historical delve into neurotrauma-focused critical care,0.428571429,0.571428571,0,1
A lentiviral vector-based insertional mutagenesis screen identifies mechanisms of resistance to MAPK inhibitors in melanoma,0.375,0.625,0,1
"A meta-analysis of mortality, need for ICU admission, use of mechanical ventilation and adverse effects with ivermectin use in COVID-19 patients",0.363636364,0.636363636,0,1
A narrative review of emergency use authorization versus full FDA approval and its effect on COVID-19 vaccination hesitancy,0.571428571,0.428571429,0,1
A new role for statins in sepsis,0.5,0.5,0,1
A novel SMAD 4 mutation in a child with probable emerging phenotypes of JP-HHT syndrome,0.571428571,0.428571429,0,1
A novel evaluation of World No Tobacco day in Latin America,0,1,1,0
A novel index for prediction of muscle mass and ICU outcomes,0.5,0.5,0,1
A pilot randomized clinical trial assessing the effect of cricoid pressure on risk of aspiration,0.25,0.75,0,1
A population-based analysis of germline BAP1 mutations in melanoma,0.285714286,0.714285714,0,1
A population-based analysis of predictors of penile surgical intervention among inpatients with acute priapism,0.333333333,0.666666667,0,1
"A randomized, double blind, vehicle-controlled multicenter phase III study to evaluate the safety and efficacy of BF-200 ALA and narrowband red light in the treatment of ‚Ä¶",1,0,1,0
A retrospective comparison of helicopter transport versus ground transport in patients with severe sepsis and septic shock,0.333333333,0.666666667,0,1
A review of cardiac complications in coronavirus disease 2019,0.4,0.6,0,1
A review of neurological complications of COVID-19,0.25,0.75,0,1
"A review of the quiz, as a new dimension in medical education",0.727272727,0.272727273,0,1
A scoping review on disparities in exposure to advertising for e-cigarettes and heated tobacco products and implications for advancing a health equity research agenda,1,0,1,0
A screen for combination therapies in BRAF/NRAS wild type melanoma identifies nilotinib plus MEK inhibitor as a synergistic combination,0.551724138,0.448275862,0,1
A single medium for culture of the human embryo from zygote to blastocyst,1,0,1,0
A structured critical review of acute back pain prognosis studies,0,1,1,0
A survey on critical care resources and practices in low-and middle-income countries,0.5,0.5,0,1
A survey on the resources and practices in pediatric critical care of resource-rich and resource-limited countries,0.2,0.8,0,1
A systematic review and meta-analysis of iliocapsularis muscle: an important landmark in orthopedic surgery,0.666666667,0.333333333,0,1
A systematic review and meta-analysis of variations in branching patterns of the adult aortic arch,0.666666667,0.333333333,0,1
A systematic review and metaâ€analysis of variants of the branches of the superior mesenteric artery: the Achilles heel of right hemicolectomy with complete mesocolic excision?,0.666666667,0.333333333,0,1
A systematic review of longitudinal studies on the association between depression and smoking in adolescents,0,1,1,0
A systemic review and meta-analysis of variants of the branches of superior mesenteric artery: the Achilles heel of right hemicolectomy with complete mescoli excision (CME)?,0.857142857,0.142857143,0,1
"A think tank of JT, by JT and for JT",0.5,0.5,1,0
A video to improve patient and surrogate understanding of cardiopulmonary resuscitation choices in the ICU: a randomized controlled trial,0.4,0.6,0,1
A worldwide perspective of sepsis epidemiology and survival according to age: Observational data from the ICON audit,0.4,0.6,0,1
A104 MOVING THE NEEDLE ON ICU-ASSOCIATED NEUROMUSCULAR WEAKNESS: A Novel Index For Prediction Of Muscle Mass And Icu Outcomes,1,0,0,1
A22 HEALTH SERVICES HIGHLIGHTS IN CRITICAL CARE: Certain Rounding Model With Software Prompting Improves Patient Rounds And Process Of Care In Icu,1,0,0,1
A25 CRITICAL CARE: FUNCTIONAL OUTCOMES IN ICU SURVIVORS: Effect Of Daily Use Of Electronic Checklist On Physical Rehabilitation Consultations In Critically Ill Patients,1,0,0,1
A25 LUNG INJURY: MARKERS AND OUTCOMES: Prospective Validation Of A Decision Support Tool For Immediate Prediction Of Acute Lung Injury Vs Cardiogenic Pulmonary Edema,1,0,0,1
A25 LUNG INJURY: MARKERS AND OUTCOMES: The Impact Of Acute Respiratory Distress Syndrome (ards) On Short And Long-Term Survival-A Population-Based Nested Case-Control Study,1,0,0,1
A25 LUNG INJURY: MARKERS AND OUTCOMES: Timing Of Ards Resolution Unveiled-Taru Study,0.2,0.8,0,1
"A28 FROM PE TO CTEPH: FADE AWAY OR NOT?: Clinical Presentation, Hemodynamics, Management Strategies And Outcomes Of Saddle Vs. Non Saddle Pulmonary Embolism",1,0,0,1
"A42 ARDS: RISK, TREATMENT, AND OUTCOMES: effect of chronic beta blockers use on sepsis-related acute respiratory distress syndrome",0,1,0,1
A46 ACUTE RESPIRATORY FAILURE: Association Of Extubation Failure And Short And Long Term Outcomes In Patients With Primary Neurologic Illness,1,0,0,1
A47 CLINICAL ASPECTS AND DIAGNOSIS OF RESPIRATORY TRACT INFECTIONS: Preclinical Modeling For Emissari: The Electronic Mobile Intelligence System For Severe Respiratory Infections,1,0,0,1
"A50 PEDIATRIC LUNG DISEASE: RISK FACTORS, MANAGEMENT, AND MORE: A Call For Inclusion Of Developing Countries In International Clinical Trials: Results From A World-Wide ‚Ä¶",1,0,0,1
"A52 CRITICAL CARE: ICU PROCEDURES, PROCESSES OF CARE, AND NOVEL TECHNIQUES: Development And Validation Of A Computerized Algorithm For Retrieval Of Blood Product Transfusion ‚Ä¶",1,0,0,1
"A52 CRITICAL CARE: ICU PROCEDURES, PROCESSES OF CARE, AND NOVEL TECHNIQUES: The Diagnostic Yield, Safety, And Impact Of Flexible Bronchoscopy In Non-Hiv Immunocompromised ‚Ä¶",1,0,0,1
"A57 LUNG INJURY, REPAIR, AND FIBROSIS: THE PLOT THICKENS FOR THREE'S COMPANY: Lower Prehospital Hemoglobin A1c Values Are Associated With Ards Development In Patients With ‚Ä¶",1,0,0,1
A7029,1,0,1,0
ACTRIMS-ECTRIMS MSBoston 2014 Late Breaking News Oral Presentations,1,0,1,0
ADAMTS13 activity to von Willebrand factor antigen ratio predicts acute kidney injury in patients with COVIDâ€19: Evidence of SARSâ€CoVâ€2 induced secondary thrombotic microangiopathy,1,0,0,1
AIDS and journalism. Trying to tell too clear a story,1,0,1,0
AIDS vaccine trial produces disappointment and confusion,0,1,1,0
APPLICATION OF THE THEORY OF NORMATIVE SOCIAL BEHAVIOR TO IMPROVE IMPLEMENTATION OF SMOKE-FREE LAWS,0,1,1,0
ARE PATIENT CHARACTERISTICS AND CLINICAL OUTCOMES OF 2009 H1N1 INFLUENZA INFECTION DIFFERENT FROM THAT OF SEASONAL INFLUENZA INFECTION?,0.428571429,0.571428571,0,1
ASSESSMENT OF THE ROLE OF RECIPIENT DENDRITIC CELLS IN PATHOGENESIS OF CHRONIC ALLOGRAFT REJECTION USING FLT3L‚àí/‚àí DEFICIENT MICE,1,0,0,1
ASSOCIATION OF CHANGE IN MEAN ARTERIAL PRESSURE PRE AND POST RESUSCITATION AND AM IN SEPTIC SHOCK,0.4,0.6,0,1
ASSOCIATION OF TIME TO RESOLUTION OF SEVERE SEPSIS AND IN-HOSPITAL MORTALITY AMONG ADULT ICU PATIENTS,1,0,0,1
AUTOMATIC MAPPING OF FREE TEXT CLINICAL NOTES TO STRUCTURED APACHE DIAGNOSES,0.285714286,0.714285714,0,1
Aberrant left hepatic arteries arising from left gastric arteries and their clinical importance,0.142857143,0.857142857,0,1
Abstract B145: Identification of tumor cell intrinsic immune evasion mechanisms,0.333333333,0.666666667,0,1
Abstract P-319: QUALITY IMPROVEMENT IN THE GLOBAL PEDIATRIC CRITICAL CARE UNIT: CHECKLIST FOR EARLY RECOGNITION AND TREATMENT OF ACUTE ILLNESS AND INJURY IN PEDIATRICS ‚Ä¶,1,0,0,1
Accepting tobacco funding for research: an overview of the issues,1,0,1,0
Accessibility of tobacco by youth in India: an observational study of compliance with the Cigarettes and Other Tobacco Products Act (COTPA),0.75,0.25,1,0
Accessing data from the International Mouse Phenotyping Consortium: state of the art and future plans,0.333333333,0.666666667,0,1
Accuracy of the CURB-65 Score in Predicting Outcomes in Patients With Abnormalities in Serum Sodium Levels,0.25,0.75,0,1
Accuracy of waste blood measurement in critically ill patients,0,1,0,1
Acellular dermal matrix in surgical management of enterocutaneous fistulas in IBD patients,1,0,0,1
Achieving organization sustainability: recommendations from the literature,1,0,1,0
"Activation of an Endogenous Opsin 3 Light Receptor Mediates Photo-Relaxation of Pre-Contracting Late Gestation Human Uterine Smooth Muscle Ex Vivo (vol 56, pg 631, 2020)",0.666666667,0.333333333,0,1
Activation of an endogenous opsin 3 light receptor mediates photo-relaxation of pre-contracting late gestation human uterine smooth muscle ex vivo,0.666666667,0.333333333,0,1
Active smoking and COVID-19: a double-edged sword,0.5,0.5,0,1
Acute Exacerbation of Idiopathic Pulmonary Fibrosis,0.238095238,0.761904762,0,1
Acute kidney injury and chronic kidney disease: it‚Äôsa two-way street,0,1,0,1
"Acute kidney injury criteria predict outcomes of critically ill patients Barrantes F, Tian J, Vazquez R (Bridgeport Hosp and Yale Univ School of Medicine, CT) Crit Care Med 36 ‚Ä¶",1,0,0,1
"Acute kidney injury in septic shock: clinical outcomes and impact of duration of hypotension prior to initiation of antimicrobial therapy Bagshaw SM, The Cooperative ‚Ä¶",1,0,0.5,0.5
Acute kidney injury in severe COVID-19 has similarities to sepsis-associated kidney injury: a multi-omics study,0.428571429,0.571428571,0,1
Acute kidney injury is associated with worse prognosis in COVID-19 patients: a systematic review and meta-analysis,0.5,0.5,0,1
Acute kidney injury patterns following transplantation of steatotic liver allografts,0.222222222,0.777777778,0,1
Acute liver failure,0,1,0,1
Acute lung injury prediction score,1,0,0,1
Acute lung injury prediction score: derivation and validation in a population-based sample,0.666666667,0.333333333,0,1
Acute mania following COVID-19 in a woman with no past psychiatric history case report,0.333333333,0.666666667,0,1
Acute respiratory failure in children,0,1,0,1
Ad interim recommendations for diagnosing SARS-CoV-2 infection by the IFCC SARS-CoV-2 variants working group,0.333333333,0.666666667,0,1
Addressing standardized definitions of post-COVID and long-COVID,0.333333333,0.666666667,0,1
Adjunctive radiofrequency ablation of metastatic neuroendocrine cancer to the liver complements surgical resection,0.5,0.5,0,1
Admission code status and end-of-life care for hospitalized patients with COVID-19,0.285714286,0.714285714,0,1
Admission serum sodium and osmolarity are not associated with the occurrence or outcomes of acute respiratory distress syndrome in critically ill,0.444444444,0.555555556,0,1
"Advanced Pediatric Neurosonography Techniques: Contrast‚ÄêEnhanced Ultrasonography, Elastography, and Beyond",0.571428571,0.428571429,0,1
Advanced Ultrasound Techniques for Differentiation of Benign Versus Malignant Thyroid Nodules: A Review,0.4,0.6,0,1
Advanced neuromonitoring modalities on the horizon: detection and management of acute brain injury in children,0.666666667,0.333333333,0,1
Advanced ultrasound techniques for neuroimaging in pediatric critical care: a review,0,1,0,1
Advanced ultrasound techniques for pediatric imaging,0.333333333,0.666666667,0,1
Advances in measurement and data analysis,1,0,1,0
Advances in sonographic detection of ovarian cancer: depiction of tumor neovascularity with microbubbles,0,1,0,1
Advances in the investigation of psychological stress,1,0,1,0
Advancing Critical Care Through Organizational Structure,0,1,0,1
Advancing Liver Transplantation.,0,1,0,1
Age and sex variation of SARS-CoV-2 cycle threshold value during prevalence of Omicron BA. 5 sublineage,1,0,0,1
"Age, Sex and Previous Comorbidities as Risk Factors Not Associated with SARS-CoV-2 Infection for Long COVID-19: A Systematic Review and Meta-Analysis",0.285714286,0.714285714,0,1
Agreement between self-reports and photos to assess e-cigarette device and liquid characteristics in wave 1 of the vaping and patterns of e-Cigarette use research study: web ‚Ä¶,0.75,0.25,1,0
"Air nicotine levels in public places in ahmedabad, India: before and after implementation of the smoking ban",0,1,1,0
Airway Epithelium Is The Predominant Cellular Source Of Endogenous Airway GABA,0.428571429,0.571428571,0,1
Airway Pepsin Levels In Intubated Surgical Patients,0.2,0.8,0,1
Airway Smooth Muscle Relaxation Via Opsin 3 Activation With Beta-carotene Metabolites,1,0,0,1
Airway epithelial cell release of GABA is regulated by protein kinase A,0.5,0.5,0,1
Airway epithelium is a predominant source of endogenous airway GABA and contributes to relaxation of airway smooth muscle tone,0.428571429,0.571428571,0,1
Airway pepsin levels in otherwise healthy surgical patients receiving general anesthesia with endotracheal intubation,0,1,0,1
Airway smooth muscle photorelaxation via opsin receptor activation,0.75,0.25,0,1
Alcohol and breast cancer mortality in a cohort study,1,0,1,0
Alcohol consumption and development of acute respiratory distress syndrome: a population-based study,0.4,0.6,0,1
Alemtuzumab for multiple sclerosis in patients who have relapsed on therapy: CARE-MS II baseline demographics and disease characteristics,1,0,1,0
"All models are wrong, but which are useful? Comparing parametric and nonparametric estimation of causal effects in finite samples",0.333333333,0.666666667,0,1
"Alloantibodies after simultaneous liver‚Äêkidney transplant: A story of primary nonfunction, retransplantation, and antibody‚Äêmediated rejection",0,1,0,1
Alpha 1 Antitrypsin is an Inhibitor of the SARS-CoV-2-Priming Protease TMPRSS2,0.6,0.4,0,1
Alpha 1 Antitrypsin is an Inhibitor of the SARS-CoV-2-Priming Protease TMPRSS2 (preprint),1,0,0,1
Alteration of the gut microbiota‚Äôs composition and metabolic output correlates with COVID-19-like severity in obese NASH hamsters,0.37398374,0.62601626,0,1
Alterations in Cerebral Ventricle Size Over Time in Children with Congenital Heart Disease,0.4,0.6,0,1
Alterations in cerebral ventricle size in children with congenital heart disease,0.666666667,0.333333333,0,1
"Alterations in the lipid profile associate with a dysregulated inflammatory, prothrombotic, anti-fibrinolytic state and development of severe acute kidney injury in coronavirus â€¦",0.5,0.5,0,1
Alternative Vascular Conduits Provide Reliable Inflow for Renal Transplant Recipients,0.2,0.8,0,1
American Society of Transplant Surgeons recommendations on best practices in donation after circulatory death organ procurement,0.333333333,0.666666667,0,1
"Amino Acid Requirements in Critically Ill Patients with Acute Kidney Injury Treated with Continuous Renal Replacement Therapy Btaiche IF, Mohammad RA, Alaniz C, et al (Univ of ‚Ä¶",1,0,0,1
Amyloidosis: modern cross-sectional imaging,0.2,0.8,0,1
An Electronic search algorithm for early disseminated intravascular coagulopathy diagnosis in the intensive care unit: a derivation and validation study,0.75,0.25,0,1
An Implementation and Longitudinal Evaluation Framework of Remote Quality Improvement Initiatives,1,0,0,1
"An Updated Systematic Review and Meta-Analysis of Mortality, Need for ICU admission, Use of Mechanical Ventilation, Adverse effects and other Clinical Outcomes of Ivermectin ‚Ä¶",0.363636364,0.636363636,0,1
An adrenocortical carcinoma evolving after nine years of latency from a small adrenal incidentaloma,0.388888889,0.611111111,0,1
An alarming trend concerning diabetes mellitus in Algeria,0.5,0.5,0,1
An analysis of purchase price of legal and illicit cigarettes in urban retail environments in 14 low‚Äêand middle‚Äêincome countries,0.2,0.8,1,0
An efficient method for generation of bi-allelic null mutant mouse embryonic stem cells and its application for investigating epigenetic modifiers,0.285714286,0.714285714,0,1
An evaluation of the time from onset of severe sepsis to documentation in the Electronic Medical Record: how long is the delay?,0.5,0.5,0,1
An immunodominant epitope of the HIV gp160 envelope glycoprotein recognized by class I MHC molecule-restricted murine cytotoxic T lymphocytes,1,0,1,0
An interprofessional quality improvement initiative to standardize pediatric extubation readiness assessment,0,1,0,1
An isolated retrograde-perfused newborn mouse heart preparation,0.5,0.5,0,1
An open label safety and tolerability study of mitoxantrone combination therapy with either interferon or glatiramer acetate,1,0,1,0
An open study of botulinum-A toxin treatment of trigeminal neuralgia,1,0,1,0
An overview of Ensembl,0.2,0.8,0,1
An overview of the most important preanalytical factors influencing the clinical performance of SARS-CoV-2 antigen rapid diagnostic tests (Ag-RDTs),0.5,0.5,0,1
Analysis of clinical and demographic heterogeneity of patients dying from COVID-19 in Brazil versus China and Italy,1,0,0,1
Analysis of factors associated with prolonged post-operative course after surgical repair of aortic coarctation,0.333333333,0.666666667,0,1
Analysis of online search trends suggests that SARS-CoV-2 Omicron (B. 1.1. 529) variant causes different symptoms,0.5,0.5,0,1
Analysis of patient characteristics and risk factors for thrombosis after surgery for congenital heart disease,0,1,0,1
Analysis of the Different Lymphatic Drainage Patterns during Sentinel Lymph Node Biopsy for Skin Melanoma,0.4375,0.5625,0,1
Analysis of wedding appeals on cigarette packs in China,0.5,0.5,1,0
Anaphylaxis in children-the UCLH experience,1,0,1,0
Anatomical features of the iliocapsularis muscle: a dissection study,1,0,0,1
Anatomical study of the internal nasal branch of the infraorbital nerve: application to minimizing nerve damage with surgery in and around the nose,1,0,0,1
Anatomical variability and histological structure of the ulnar nerve in the Guyonâ€™s canal,0.6,0.4,0,1
Anatomical variations in the sinoatrial nodal artery: A meta-analysis and clinical considerations,0.5,0.5,0,1
