,Author,Author,Fork,Fork
"Newer modes of mechanical ventilation (vol 76, pg 417, 2009)",1,0,0,1
New‚ÄêOnset Hypothyroidism in a 102‚ÄêYear‚ÄêOld Assisted Living Resident,0.5,0.5,0,1
Noncanonical gene fusions detected at the DNA level necessitate orthogonal diagnosis methods before targeted therapy,0.5,0.5,1,0
Noninvasive Positive Pressure Support,1,0,0,1
Noninvasive positive pressure in acute exacerbations of chronic obstructive pulmonary disease,0.333333333,0.666666667,0,1
Noninvasive positive pressure ventilation in stable patients with COPD,0,1,0,1
Nonspecific electrocardiographic abnormalities are associated with increased length of stay and adverse cardiac outcomes in prehospital chest pain,0.428571429,0.571428571,1,0
Nonurgent commercial air travel after nonhemorrhagic cerebrovascular accident,0.25,0.75,0,1
Normative references for graphomotor and latency digital clock drawing metrics for adults age 55 and older: operationalizing the production of a normal appearing clock,0.625,0.375,0,1
Noteworthy Electrocardiographic Changes Following Pharmacologic Treatment of COVID-19,1,0,1,0
Novel ECG features and machine learning to optimize culprit lesion detection in patients with suspected acute coronary syndrome,0.285714286,0.714285714,1,0
Novel Mechanism of Synergistic Myeloma Cell Death via Activation of Caspase 10-dependent Apoptosis by Carfilzomib and Selinexor,0.25,0.75,0,1
Novel approaches to prediction in severe brain injury,0,1,0,1
Novel technical solutions for wireless ECG transmission & analysis in the age of the internet cloud,0,1,1,0
Nurse Practitioner‚ÄìDirected Cardio-Diabetes Pilot Program,0.777777778,0.222222222,1,0
"Nurses‚Äô stress associated with nursing activities and electronic health records: Data triangulation from continuous stress monitoring, perceived workload, and a time motion study",0.5,0.5,0,1
Nursing workflow change in a COVID-19 inpatient unit following the deployment of inpatient telehealth: observational study using a real-time locating system,0.5,0.5,1,0
OPERATING A MEDICAL INTENSIVE LIVER UNIT DURING A PANDEMIC,0.333333333,0.666666667,0,1
Obstetric Emergencies,0,1,0,1
On the need for standard definitions and education to optimize patient-ventilator interactions,0.5,0.5,0.5,0.5
One Year Post-Discharge Outcomes After Implementation of an ICU Early Mobility Protocol,0.666666667,0.333333333,0,1
Optic neuritis due to demyelinating disease.,1,0,0,1
Optimal Design of Clinical Trials Involving Persons with Disorders of Consciousness,0.333333333,0.666666667,0,1
Optimization of a 65 nm CMOS imaging process for monolithic CMOS sensors for high energy physics,0.919642857,0.080357143,1,0
Optimization of extraction and characterization of polysaccharides from medicinal mushroom Ganoderma lucidum using response surface methodology,0.75,0.25,0,1
Organization of outpatient care after COVID-19 hospitalization,0.509259259,0.490740741,0,1
Outcome of delirium in critically ill patients: systematic review and meta-analysis.,0.166666667,0.833333333,0,1
Outcomes After Early Hypotension in Sepsis: A Retrospective Cohort Study,1,0,0,1
Outcomes after cardiac arrest in Medical Intensive Care Unit: A propensity score matching analysis of COVID-19 MICU vs non COVID-19 MICU cardiac arrest,0,1,0,1
Outcomes of Extracorporeal Membrane Oxygenation (ECMO) in Severe Legionella Pneumonia,1,0,0,1
Outcomes of Triggered Geriatric Consults in Medical Intensive Care Unit,1,0,0,1
Outcomes of severe Legionella pneumonia requiring extracorporeal membrane oxygenation (ECMO),0.666666667,0.333333333,0,1
Overt and occult hypoxemia in patients hospitalized with COVID-19,0.666666667,0.333333333,1,0
Overt and occult hypoxemia in patients hospitalized with novel coronavirus disease 2019,0.666666667,0.333333333,1,0
Overview of featurization techniques used in traditional versus emerging deep learning-based algorithms for automated interpretation of the 12-lead ECG,0,1,1,0
P411 Using wearable devices to assess pain in inflammatory bowel disease,1,0,0,1
"P438. Growing Brains in Motion: In-Depth Quality Control of Structural MRI Scans From 5,764 9 to 10-Year-Olds in the Adolescent Brain Cognitive Development (ABCD) Study",0.5,0.5,0,1
P579 Wearable devices can predict disease activity in inflammatory bowel disease patients,1,0,0,1
P58. Impact of Genetic and Environmental Risk Factors on ADHD Diagnosis Among School Aged Children in the ABCD Study,0.333333333,0.666666667,0,1
PD-L1 and granzyme A mRNA expression associated with prognosis and response to immune checkpoint inhibitors in non-small cell lung cancer,0.25,0.75,1,0
PICU Survivorship: Factors Affecting Feasibility and Cohort Retention in a Long-Term Outcomes Study,0,1,0,1
PO-02-021 DIRECTION OF REPOLARIZATION IN BASELINE ECG IS PREDICTIVE OF RESPONSE TO CARDIAC RESYNCHRONIZATION THERAPY,0.5,0.5,1,0
POS-656 THROMBO-ELASTOGRAPHY GUIDED CORRECTION OF COAGULOPATHY PRIOR TO TUNNELED HEMODIALYSIS CATHETER PLACEMENT IN PATIENTS WITH LIVER DISEASE,1,0,1,0
"POST-ICTAL, AGITATED, AND TACHYCARDIC: A CAN'T MISS DIAGNOSIS AND A DISSECTION OF MULTI-ORGAN PHYSIOLOGY",0.666666667,0.333333333,1,0
PREDICTION OF ACUTE RESPIRATORY FAILURE REQUIRING MECHANICAL VENTILATION,0.25,0.75,1,0
PREDICTORS OF PRESSURE INJURY DEVELOPMENT IN CRITICALLY ILL ADULTS,0.333333333,0.666666667,0,1
Pain and Physical Activity Association in Critically Ill Patients*,0.5,0.5,0,1
Palliative Care Consultation and End-of-Life Outcomes in Hospitalized COVID-19 Patients,1,0,1,0
Palliative care consultation and end-of-life outcomes in hospitalized COVID-19 patients,0.307692308,0.692307692,1,0
Parametric Tolerance Study of Trojan Horse plasma wakefield acceleration scheme,1,0,1,0
Past Issue,1,0,0,1
Pathogenicity of Human Metapneumovirus in an Intensive Care Unit Population: A Multicenter Retrospective Cohort Study,1,0,0,1
Pathological computed tomography features associated with adverse outcomes after mild traumatic brain injury: A TRACK-TBI study with external validation in CENTER-TBI,0.43697479,0.56302521,0,1
Patient-focused care for the ventilator-dependent patient.,1,0,1,0
Patients‚Äô and care providers‚Äô perceptions of television-based education in the intensive care unit,1,0,1,0
Patient‚ÄìVentilator Asynchronies during Polysomnography,0,1,0,1
Pattern of brain injury in the acute setting of human septic shock,0.375,0.625,0,1
Peer Reviewers for 2016,0.709677419,0.290322581,1,0
Peer Reviewers for 2017,0.64,0.36,1,0
Perception of older adults toward smartwatch technology for assessing pain and related patient-reported outcomes: pilot study,0.333333333,0.666666667,0,1
Perception of older adults toward smartwatch technology for assessing pain and related patient-reported outcomes: pilot study. JMIR Mhealth Uhealth. 2019 Mar 26; 7 (3): e10044 â€_,1,0,0,1
Performance and limitations of automated ECG interpretation statements in patients with suspected acute coronary syndrome,0.428571429,0.571428571,1,0
Perioperative Corticosteroid Administration,0,1,0,1
Peripheral administration of norepinephrine: a prospective observational study,0.5,0.5,0.5,0.5
Peroxidase from bioreactor-cultivated Catharanthus roseus cell cultures mediates biosynthesis of Œ±-3'-4'-anhydrovinblastine,1,0,0,1
Pharmacologic Agents Used During Intubation in the ICU,0.333333333,0.666666667,0,1
Pharmacologic myocardial protection in patients undergoing noncardiac surgery: a quantitative systematic review,0,1,0,1
Pharmacological strategies for myocardial protection in patients undergoing non-cardiac surgery: a meta-analysis of randomized controlled trials,1,0,0,1
Pharmacotherapy in coronavirus disease 2019 and risk of secondary infections: a single-center case series and narrative review,0.75,0.25,1,0
Phase II trial of sorafenib in metastatic thyroid cancer,0.222222222,0.777777778,0,1
Phenotyping cognitive impairment using graphomotor and latency features in digital clock drawing test,0.75,0.25,0,1
Phosphorus-Containing Solutions Reduce Incident Hypophosphatemia and Associate with Better Outcomes in Critically Ill Patients Requiring Continuous Renal Replacement Therapy,1,0,1,0
"Physician and nurse well-being and preferred interventions to address burnout in hospital practice: factors associated with turnover, outcomes, and patient safety",0.739130435,0.260869565,1,0
Physiologic Markers of Disease Severity in ARDS,0,1,0,1
Physiological effects of early incremental mobilization of a patient with acute intracerebral and intraventricular hemorrhage requiring dual external ventricular drainage,1,0,0,1
Physiological origin for the BOLD poststimulus undershoot in human brain: vascular compliance versus oxygen metabolism,0,1,0,1
Physiological responses to in-bed cycle ergometry treatment in intensive care unit patients with external ventricular drainage,0.333333333,0.666666667,0,1
Physiology of Fluid Responsiveness in Sepsis,1,0,1,0
Pilot balloon malfunction caused by endotracheal tube bite blocker,0.333333333,0.666666667,0,1
Planning for Tracheostomy? Time to Revisit Goals of Care,0.571428571,0.428571429,0,1
Plasma Ferritin Level In The Intensive Care Unit,0,1,0,1
Plasma accelerator,0.333333333,0.666666667,1,0
Plasma accelerator driven coherent spontaneous emission,1,0,1,0
Plasma accelerator-based ultrabright x-ray beams from ultrabright electron beams,0,1,1,0
Plasma biomarkers of inflammation reflect seizures and hemorrhagic activity of cerebral cavernous malformations,0.3,0.7,0,1
Plasma photocathodes,1,0,1,0
Plasma photonic spatiotemporal synchronization of relativistic electron and laser beams,0.80952381,0.19047619,1,0
Plasma wakefield accelerator driven coherent spontaneous emission from an energy chirped electron pulse,1,0,1,0
Plasma-optical spatiotemporal diagnostics and alignment for electron and laser beams,0.1,0.9,1,0
Plasmapheresis for refractory pruritus due to drug-induced cholestasis,0.25,0.75,0,1
Pleural Infection and Gastric Distension: Finding the Connection With Sonographic Inspection,0.5,0.5,1,0
Point-of-Encounter Assessment: Using Health Belief Model Constructs to Change Grading Behaviors,0,1,0,1
Point-of-care ultrasonography for the hospitalist.,0.2,0.8,1,0
Point-of-care ultrasound and COVID-19.,0.5,0.5,1,0
Polybenzyl glutamate biocompatible scaffold promotes the efficiency of retinal differentiation toward retinal ganglion cell lineage from human-induced pluripotent stem cells,0.1,0.9,1,0
Pop box methods and systems for assessing risk of pressure related skin injury and determining a recommended treatment thereof,1,0,0,1
Pose and Illumination in Face Recognition Using Enhanced Gabor LBP & PCA,0,1,0,1
Positive Impact of Tele-ICU Monitoring on Hospital Mortality and Cost Among Patients in Progressive Care With Cardiovascular Disease: Experience From a Large Healthcare System,0.333333333,0.666666667,1,0
Posner-Schlossman syndrome--surgical management,1,0,0,1
Post Guidewire Insertion Ultrasound: A Reliable Tool for Confirmation of Central Venous Cannulatio,0.571428571,0.428571429,0,1
Post-operative delirium in lung transplant recipients: incidence and associated risk factors and morbidity,0.666666667,0.333333333,0,1
"Post-stimulus fMRI changes in cerebral blood flow, volume and oxygenation following visual stimulation and breath-hold provide evidence for the hemodynamic response being ‚Ä¶",1,0,0,1
Postcardiac arrest neurological prognostication with quantitative regional cerebral densitometry,0.166666667,0.833333333,0,1
"Posted April 18, 2020",0.5,0.5,1,0
Posterior associative and cingulate Cortex involvement of brain single-photon emission computed tomography (SPECT) imaging in semantic dementia with probable Alzheimer disease â€_,0.444444444,0.555555556,0,1
Postgraduate education corner,0.25,0.75,0,1
Potentials and challenges of pervasive sensing in the intensive care unit,0.5,0.5,0,1
Power-efficient real-time approach to non-wear time detection for smartwatches,0.5,0.5,0,1
Pre-hospital Aspirin Use and Patient Outcomes in COVID-19: Results from the International Viral Infection and Respiratory Illness Universal Study (VIRUS),1,0,1,0
Pre-hospital aspirin use and patient outcomes in COVID-19: results from the International Viral Infection and Respiratory Illness Universal Study (VIRUS),0.285714286,0.714285714,1,0
Preceding functional tooth loss delays recovery from acute cerebral hypoxia and locomotor hypoactivity after murine subarachnoid haemorrhage,0.5,0.5,0,1
Preceptor development: responses to frequently asked questions from preceptors in academic hospitals,0.833333333,0.166666667,1,0
Precision medicine for traumatic coma,0,1,0,1
"Predicting Heart Rate Recovery Based on Depression, Sleep Quality and Vagal Tone in On-Duty Firefighters",0.333333333,0.666666667,1,0
Predicting Intensive Care Delirium with Machine Learning: Model Development and External Validation,0.666666667,0.333333333,0,1
Predicting Response to Chemotherapy in Patients With Newly Diagnosed High-Risk Neuroblastoma: A Report From the International Neuroblastoma Risk Group,0.428571429,0.571428571,0,1
Predicting Transfers to Intensive Care Unit in Hospitalized Children,1,0,0,1
Predicting anti-cancer treatment-related symptoms in patients with head and neck cancer using a machine learning approach: A scoping review,1,0,1,0
Predicting neurological outcomes after in-hospital cardiac arrests for patients with Coronavirus Disease 2019,0.714285714,0.285714286,0,1
Predicting progression to septic shock in the emergency department using an externally generalizable machine-learning algorithm,0.4,0.6,1,0
Predicting response to chemotherapy in neuroblastoma using deep learning: A report from the International Neuroblastoma Risk Group.,0.428571429,0.571428571,0,1
Prediction of Acute Respiratory Failure Requiring Advanced Respiratory Support in Advance of Interventions and Treatment: A Multivariable Prediction Model From Electronic ‚Ä¶,0.2,0.8,1,0
Prediction of Intracranial Hypertension and Brain Tissue Hypoxia Utilizing High-Resolution Data from the BOOST-II Clinical Trial,0.4,0.6,0,1
Predictive modeling in aneurysmal subarachnoid hemorrhage,1,0,0,1
Predictors of Emergency Medical Personnel‚Äôs Decision to Transmit or Not to Transmit the Prehospital 12-Lead ECG of Patients With Suspected Acute Myocardial Infarction,0,1,1,0
Predictors of Long-term Right Ventricular Dysfunction in Acute Respiratory Distress Syndrome Survivors,0.285714286,0.714285714,1,0
Predictors of Survival in a Large Cohort of Patients With Amyotrophic Lateral Sclerosis,0.5,0.5,0,1
Predictors of Venous Thromboembolism in Severe COVID-19 Patients: A Retrospective Multi-Center Cohort Study,0.375,0.625,0,1
Predictors of access to rehabilitation in the year following traumatic brain injury: a European prospective and multicenter study,0.6,0.4,0,1
Predictors of early progression to severe sepsis or shock among emergency department patients with nonsevere sepsis,0.714285714,0.285714286,1,0
Predictors of pressure injury development in critically ill adults: a retrospective cohort study,0.5,0.5,0,1
Prehospital management of traumatic brain injury across Europe: a CENTER-TBI study,0.8,0.2,0,1
Preload Functional Status and Cardiac Output in Sepsis,1,0,1,0
Preoperative pulmonary risk assessment,0,1,0,1
Presence and severity of intensive care unit-acquired paresis at time of awakening are associated with increased intensive care unit and hospital mortality,0.5,0.5,0,1
Presentation#: V10-01: Teletriage: Application of a Tele-ICU Infrastructure to Enhance Patient Care Experience in the Emergency Department,1,0,1,0
Pressure Ulcers Caused by Masks During Noninvasive Ventilation Response,0.5,0.5,0,1
Pressure injuries in critical care patients: a conceptual schema,0,1,0,1
Pressure injuries in critical care: a survey of critical care nurses,0,1,0,1
Pressure ulcer incidence in patients wearing nasal-oral versus full-face noninvasive ventilation masks,0.555555556,0.444444444,0,1
Prevalence and Prognosis of Sepsis-Induced Cardiomyopathy: A Systematic Review and Meta-Analysis,0.571428571,0.428571429,1,0
Prevalence and prediction of augmented renal clearance in the neurocritical care population,0,1,1,0
Prevalence and predictors of delay in seeking emergency care in patients who call 9-1-1 for chest pain,0.2,0.8,1,0
Prevalence of Vitamin D Deficiency in Neuromuscular Disease on Home Mechanical Ventilation: SP53,0.333333333,0.666666667,0,1
Preventing acute respiratory infections and diarrhoea in child care centres,1,0,0,1
Primary synovial sarcoma of the lung,0,1,0,1
Principles and practice of disaster relief: lessons from Haiti,0.333333333,0.666666667,0,1
Principles and practice of mechanical ventilation,1,0,0,1
Proceedings of the First Curing Coma Campaign NIH Symposium: Challenging the future of research for coma and disorders of consciousness,0.6,0.4,0,1
Proceedings of the second curing coma campaign NIH symposium: challenging the future of research for coma and disorders of consciousness,0.638888889,0.361111111,0,1
Profound hemorrhage in a patient taking herbal products,0,1,0,1
Prognosis in severe brain injury,0,1,0,1
Prognostic value of a structural brain MRI score in the acute phase of aneurysmal subarachnoid hemorrhage: A pilot study,0.333333333,0.666666667,0,1
Prognostic value of electrocardiographic QRS diminution in patients hospitalized with COVID-19 or influenza,0.333333333,0.666666667,0,1
Progress in DMAPS developments and first tests of the Monopix2 chips in 150 nm LFoundry and 180 nm TowerJazz technology,1,0,1,0
Progress in hybrid plasma wakefield acceleration,0.266666667,0.733333333,1,0
Progression of kidney injury with the combination of vancomycin and piperacillin-tazobactam or cefepime in sepsis-associated acute kidney injury,1,0,1,0
Prolonged Sedation and Delayed Recovery Associated with Hypotensive Events in Patients Receiving Dexmedetomidine for MRI,0.666666667,0.333333333,0,1
Prolonged anaphylaxis to pfizer coronavirus disease 2019 vaccine: a case report and mechanism of action,0.8,0.2,0,1
Prone Position Ventilation Is Associated with Better Outcomes in Obese Patients with Moderate to Severe Acute Respiratory Distress Syndrome,1,0,0,1
Prone position ventilation and the development of pressure ulcers: experience from a tertiary care referral center,0,1,0,1
Proof Of Concept: Mid-Frequency Ventilation In A Neonatal And Pediatric Live Animal Model,0.4,0.6,0,1
Proof of concept: digital clock drawing behaviors prior to transcatheter aortic valve replacement may predict length of hospital stay and cost of care,0.5,0.5,0,1
Propofol Is Not Associated with Worsening Shock During Intubation of Critical Ill Adults: A Retrospective Cohort Study,1,0,0,1
Prospective evaluation of pain and analgesic use following major elective intracranial surgery,0,1,0,1
"Prospective, multicenter study of antimicrobial-coated, noncrosslinked, acellular porcine dermal matrix (XenMatrix‚Ñ¢ AB Surgical Graft) for hernia repair in all centers for ‚Ä¶",0.875,0.125,0,1
Proteomic Coverage Comparison of On-and Off-line LC-IMS-MS with Traditional LC-MS Platforms,0.333333333,0.666666667,0,1
Proteomic profiling of intact proteins using WAX-RPLC 2-D separations and FTICR mass spectrometry,0.75,0.25,0,1
Proteomic profiling of naÃ¯ve multiple myeloma patient plasma cells identifies pathways associated with favourable response to bortezomibâ€êbased treatment regimens,0.25,0.75,0,1
Pseudoneglect in the Clock-Drawing Test in Cognitively Well Older Adults (2917),0.428571429,0.571428571,0,1
Pulmonary hypertension in pregnancy: critical care management,0.4,0.6,0,1
Purple urine bag syndrome,0.333333333,0.666666667,0,1
QRS amplitude variation during monitoring,1,0,1,0
Quality of life issues following heart transplantation,1,0,1,0
Quality outcomes in the surgical intensive care unit after electronic health record implementation,1,0,0,1
Quantitative proteomics of the yeast Hsp70/Hsp90 interactomes during DNA damage reveal chaperone-dependent regulation of ribonucleotide reductase,0.2,0.8,0,1
Questionnaires vs interviews for the assessment of global functional outcomes after traumatic brain injury,0.422764228,0.577235772,0,1
Quick Hits,0.4,0.6,1,0
RESPIRATORY DECOMPENSATION IN POST-OPERATIVE ABDOMINAL SEPSIS,0.4,0.6,0,1
Racial Disparities in Maternal Hypertension and Pregnancy Outcomes a Population-Based Study,0.428571429,0.571428571,1,0
Radiation hard monolithic CMOS sensors with small electrodes for High Luminosity LHC,0.972972973,0.027027027,1,0
Randomised comparison of placement of umbilical arterial catheters in Respiratory Distress Syndrome.,1,0,0,1
Randomized Clinical Trials or Convenient Controls: TREWS or FALSE?,0,1,1,0
Rapid sample processing for LC-MS-based quantitative proteomics using high intensity focused ultrasound,0,1,0,1
"Rationale, development, and implementation of the electrocardiographic methods for the Prehospital identification of non-ST elevation myocardial infarction events (EMPIRE)",0,1,1,0
Re: Hospital-Acquired Pressure Injuries in Critical and Progressive Care: Avoidable Versus Unavoidable,0,1,0,1
Real-time fMRI in neuroscience research and its use in studying the aging brain,0.333333333,0.666666667,0,1
Real‚Äêtime tracheal ultrasound for the confirmation of endotracheal intubations in the intensive care unit: an observational study,0,1,0,1
Rebound thymic hyperplasia after pneumonectomy and chemotherapy for primary synovial sarcoma,0,1,0,1
"Recent measurements on MiniMALTA, a radiation hard CMOS sensor with small collection electrodes for ATLAS",0.666666667,0.333333333,1,0
"Recommendations for good clinical practice concerning law number 2005-370 of April 22, 2005 relative to the treatment of disease at the end of life",1,0,0,1
Recommendations for good clinical practice concerning the application of Law No 2005-370 of April 2005 concerning the rights of patients at the end of life,1,0,0,1
Recommendations from the Working Group on Neuroimaging,0.5,0.5,0,1
Reducing time on the ventilator using the ABCDEF bundle,1,0,1,0
Refractory Hypoxia in a Mechanically Ventilated Patient,0.75,0.25,1,0
Regional Disparities of Molecular Profiles and Cell Compositions in the Lungs of Idiopathic Pulmonary Fibrosis Patients,1,0,0,1
Regional gray matter density associated with cognitive reflectivityâ€“impulsivity: Evidence from voxel-based morphometry,0.555555556,0.444444444,0,1
Regional gray matter density is associated with achievement motivation: evidence from voxel-based morphometry,0.583333333,0.416666667,0,1
Regional gray matter density is associated with morningnessâ€“eveningness: Evidence from voxel-based morphometry,0.5625,0.4375,0,1
Registered nurses' experiences with urinary catheter insertion: A qualitative focus group study.,0.5,0.5,1,0
Relation between QRS-T Angle and Blood Pressure during Exercise Stress Test in On-Duty Firefighters,0.333333333,0.666666667,1,0
Relationship of Dynamic Point-of-Care Assessment to Fluid Administration and Outcomes in Septic Shock,1,0,1,0
Relative adrenal insufficiency in the critical care setting: debunking the classic myth,0.333333333,0.666666667,0,1
Remote and wearable ECG devices with diagnostic abilities in adults: A state-of-the-science scoping review,0,1,1,0
Reply to: The Effectiveness of Prophylactic Use of HFNC and NIPPV on Reintubation: Concerning the Heterogeneity of ABI Patients,0.333333333,0.666666667,0,1
Repolarization Abnormalities in Young Athletes,0,1,1,0
Repolarization Dispersion on the Prehospital 12-Lead ECG Predicts Ischemic Myocardial Injury in Chest Pain Patients,0.2,0.8,1,0
Report of the Accelerator Frontier Topical Group 6 on Advanced Accelerator Concepts for Snowmass 2021,1,0,1,0
Republished: Society for Neuroscience in Anesthesiology and Critical Care expert consensus statement: Anesthetic management of endovascular treatment for acute ischemic stroke,0,1,0,1
Research during fellowship: ten commandments,0,1,0,1
Research needs for prognostic modeling and trajectory analysis in patients with disorders of consciousness,0.166666667,0.833333333,0,1
Respiratory System Physiology,0.5,0.5,0.5,0.5
Respiratory support in patients with amyotrophic lateral sclerosis,0,1,0,1
Response-Pain control after craniotomy: Off balance on the tightrope?,0,1,0,1
Resting brain activity in disorders of consciousness: a systematic review and meta-analysis,0,1,0,1
Resting state functional connectivity associated with trait emotional intelligence,0.615384615,0.384615385,0,1
Retrospective review of postoperative glycemic control in patients after distal pancreatectomy,0,1,0,1
Reversal of transtentorial herniation with hypertonic saline,0.75,0.25,0,1
Revisiting ultrasound-guided subclavian/axillary vein cannulations: importance of pleural avoidance with rib trajectory,0.333333333,0.666666667,0,1
Rhinosporidiosis in Children,1,0,0,1
Right Ventricle-to-Left Ventricle Diameter Ratio Is a Poor Surrogate of RV Dysfunction in Patients with Left Ventricular Hypertrophy,1,0,0,1
Risk factors for critical Coronavirus Disease 2019 and mortality in hospitalized young adults: an analysis of the society of critical care medicine discovery viral infection ‚Ä¶,0.519480519,0.480519481,1,0
Risk factors for pneumonia due to beta-lactam-susceptible and beta-lactam-resistant Pseudomonas aeruginosa: a case‚Äìcase‚Äìcontrol study,0.333333333,0.666666667,0,1
Roamm: A software infrastructure for real-time monitoring of personal health,0.6,0.4,0,1
Role of wearable accelerometer devices in delirium studies: A systematic review,0.666666667,0.333333333,0,1
Rough Transfers as a Metric That Can Be Used to Assess Opportunity to Reduce Mortalities Via Early Warning Scores,1,0,0,1
Runx3 mediates resistance to intracellular bacterial infection by promoting IL12 signaling in group 1 ILC and NCR+ ILC3,0.666666667,0.333333333,1,0
S. American Thoracic,1,0,0,1
S3595 Acute Upper Gastrointestinal Bleeding Masquerading as a Demand ST-segment Elevation Myocardial Infarction,0.333333333,0.666666667,1,0
SAT-266 A Retrospective Study Investigating the Association Between ADHD and Glycemic Control in Children and Adolescents with Type 1 Diabetes Mellitus,0.666666667,0.333333333,0,1
SLEEP QUALITY AND SLEEP PATTERNS OF ON-DUTY PROFESSIONAL FIREFIGHTERS,1,0,1,0
SMALLELECTRODESIZEFORTHEATLASEXPERIMENTINTHEHL-LHC,1,0,1,0
STATUS OF THE HORIZON 2020 EuPRAXIA CONCEPTUAL DESIGN STUDY,1,0,1,0
Safety and efficacy of nurse-inserted transesophageal Doppler probe.(Poster Abstracts),1,0,0,1
Safety and feasibility of a neuroscience critical care program to mobilize patients with primary intracerebral hemorrhage,1,0,0,1
Safety of bedside placement of tunneled dialysis catheter in COVID-19 patients,0,1,0,1
Self-aggregating TIAF1 in lung cancer progression,0.142857143,0.857142857,1,0
Self-reported change in physical symptoms from cyclosporine-based therapy to azathioprine-based therapy in heart transplant recipients.,1,0,1,0
Semi automated adjudication of vital sign alerts in step-down units,1,0,1,0
Sepsis and septic shock: Guideline-based management,0.333333333,0.666666667,1,0
Sepsis-associated encephalopathy and its differential diagnosis,0.8,0.2,0,1
Septic Pulmonary Emboli-A Cause For Recurrent Bilateral Pneumothorax,0.25,0.75,0,1
Septic pulmonary emboli causing recurrent bilateral pneumothoraces in a patient with right sided endocarditis: a case report and review of literature,0.5,0.5,0,1
Septic-associated encephalopathy-everything starts at a microlevel,0.666666667,0.333333333,0,1
Serial daily organ failure assessment beyond ICU day 5 does not independently add precision to ICU risk-of-death prediction,0.5,0.5,1,0
Serial measurements of protein biomarkers in sepsis-induced acute respiratory distress syndrome,0.333333333,0.666666667,1,0
Serum Troponin Is Not Associated with In-Hospital Mortality in Suspected Sepsis: A Retrospective Cohort Study,1,0,0,1
Severe acute respiratory syndrome‚Äìassociated coronavirus 2 infection and organ dysfunction in the ICU: Opportunities for translational research,0.5,0.5,1,0
Sex-related differences in the effects of sleep habits on verbal and visuospatial working memory,0.533333333,0.466666667,0,1
Shifting Pneumothorax: A Radiographic and Sonographic Evaluation,0.5,0.5,0,1
Shortness of breath after a choking incident,0.5,0.5,0,1
Should Paramedics Withhold Nitroglycerin in Patients With Prehospital Chest Pain Who Are Tachycardiac?,0.25,0.75,1,0
Should Spinal Anesthesia Be Performed in Patients with Multiple 43 Sclerosis?,0,1,0,1
Should a tidal volume of 6 mL/kg be used in all patients?,0,1,0,1
Should airway pressure release ventilation be the primary mode in ARDS?,0,1,0,1
Shunt Regulator for the Serial Powering of the ATLAS CMOS Pixel Detector Modules,0.875,0.125,1,0
Significance of B-type natriuretic peptide in acute cerebrovascular disease,1,0,0,1
Significance of parenchymal brain damage in patients with critical illness,0.25,0.75,0,1
Significance of serum N-terminal pro-B-type natriuretic peptide in patients with acute cerebrovascular diseases,1,0,0,1
Significance of triphasic waves in patients with acute encephalopathy: a nine-year cohort study,0,1,0,1
Similar ECG Features in 2 Different Diagnoses,1,0,1,0
Simulaci√≥n y habilidades avanzadas para mejorar el manejo del paciente cr√≠tico,0,1,0,1
Simulation and advanced skills to improve the management of the critically ill patient,0,1,0,1
Simulation results for PLATO: a prototype hybrid X-ray photon counting detector with a low energy threshold for fusion plasma diagnostics,1,0,1,0
Single Drug Approach With Edoxaban Is Effective and Safe for the Patients With Venous Thromboembolism,0.625,0.375,0,1
Single-stage plasma-based correlated energy spread compensation for ultrahigh 6D brightness electron beams,0.923076923,0.076923077,1,0
Sinus bradycardia associated with daclizumab in liver transplant recipients: report of 3 cases.,0.285714286,0.714285714,0,1
Sleep in amyotrophic lateral sclerosis,0,1,0,1
"Sleep problems, depression, substance use, social bonding, and quality of life in professional firefighters",1,0,1,0
Small vessel disease and the resting functional architecture of the brain,0,1,0,1
Society for Neuroscience in Anesthesiology and Critical Care Expert consensus statement: anesthetic management of endovascular treatment for acute ischemic stroke*: endorsed by ‚Ä¶,0,1,0,1
Sorafenib has clinical activity against metastatic papillary thyroid cancer but requires close monitoring and aggressive management of drug toxicity,1,0,0,1
"Spatial and functional relationships among Pol V-associated loci, Pol IV-dependent siRNAs, and cytosine methylation in the Arabidopsis epigenome",0.333333333,0.666666667,0,1
Spatial indices of repolarization correlate with non-ST elevation myocardial ischemia in patients with chest pain,0.230769231,0.769230769,1,0
Spontaneous echo contrast in venous ultrasound of severe COVID-19 patients,0.333333333,0.666666667,1,0
Sports Participation Mitigates Genetic Risk for Psychopathology via Hippocampal Volume Differences in School-Aged Children,0.666666667,0.333333333,0,1
Spread Through Air Spaces (STAS) in Stage 1 Lung Adenocarcinoma: Comparison of Its Prevalence and Prognostic Significance between Two Academic Institutions,0.428571429,0.571428571,0,1
Stable and high-quality electron beams from staged laser and plasma wakefield accelerators,0.958333333,0.041666667,1,0
Stable versus dynamic cardiac symptom characteristics are associated with adverse outcomes among individuals transported by ambulance for suspected acute coronary syndrome,0.666666667,0.333333333,1,0
Status of the Horizon 2020 EuPRAXIA conceptual design study,0.593984962,0.406015038,1,0
Status of the Horizon 2020 EuPRAXIA conceptual design studyThis work was supported by the European Union‚Äôs Horizon 2020 Research and Innovation programme under grant agreement ‚Ä¶,1,0,1,0
Stress cardiomyopathy in critical care: A case series of 109 patients,0.333333333,0.666666667,0,1
